date,match,position,country,player,try_scored,ball_carry_meters,ball_carry,beat_defender,line_break,passes,offload,total_turnovers_conceded,try_assist,points_scored,tackle_made,tackle_missed,total_turnovers_gained,kicks_from_hand,conversion_successful,penalty_goal_successful,drop_kick_successful,lineout_won_own_throw,lineout_won_steal,penalties_conceded,red_card,yellow_card
2020-11-21,england_vs_ireland,1,Ireland,Cian Healy,0,2,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,2,Ireland,Ronan Kelleher,0,9,7,0,0,1,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,3,Ireland,Andrew Porter,0,6,17,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0
2020-11-21,england_vs_ireland,4,Ireland,Quinn Roux,0,-1,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0
2020-11-21,england_vs_ireland,5,Ireland,James Ryan,0,17,10,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,4,0,0
2020-11-21,england_vs_ireland,6,Ireland,CJ Stander,0,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2020-11-21,england_vs_ireland,7,Ireland,Peter O'Mahony,0,10,10,0,0,1,0,1,0,0,4,1,1,1,0,0,0,4,0,1,0,0
2020-11-21,england_vs_ireland,8,Ireland,Caelan Doris,0,5,13,0,0,3,1,1,0,0,10,0,1,0,0,0,0,1,0,0,0,0
2020-11-21,england_vs_ireland,9,Ireland,Jamison Gibson-Park,0,3,4,1,0,71,1,2,0,0,1,1,0,9,0,0,0,0,0,1,0,0
2020-11-21,england_vs_ireland,10,Ireland,Ross Byrne,0,2,1,0,0,26,0,0,0,0,3,1,0,8,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,11,Ireland,James Lowe,0,17,11,0,0,4,1,2,0,0,3,1,0,9,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,12,Ireland,Bundee Aki,0,16,8,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,13,Ireland,Chris Farrell,0,25,15,1,0,2,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,14,Ireland,Keith Earls,0,50,9,4,1,3,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,15,Ireland,Hugo Keenan,0,3,13,1,0,9,2,2,0,0,2,1,0,2,0,0,0,0,0,2,0,0
2020-11-21,england_vs_ireland,16,Ireland,Rob Herring,0,4,3,0,0,2,0,2,0,0,4,0,1,0,0,0,0,0,0,1,0,0
2020-11-21,england_vs_ireland,17,Ireland,Ed Byrne,0,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,19,Ireland,Iain Henderson,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0
2020-11-21,england_vs_ireland,20,Ireland,Will Connors,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,21,Ireland,Conor Murray,0,3,2,0,0,38,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,22,Ireland,Billy Burns,0,0,0,0,0,2,0,0,1,2,3,0,0,1,1,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,23,Ireland,Jacob Stockdale,1,31,3,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
