date,match,position,country,player,try_scored,ball_carry_meters,ball_carry,beat_defender,line_break,passes,offload,total_turnovers_conceded,try_assist,points_scored,tackle_made,tackle_missed,total_turnovers_gained,kicks_from_hand,conversion_successful,penalty_goal_successful,drop_kick_successful,lineout_won_own_throw,lineout_won_steal,penalties_conceded,red_card,yellow_card
2020-11-21,england_vs_ireland,1,England,Mako Vunipola,0,4,3,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0
2020-11-21,england_vs_ireland,2,England,Jamie George,0,10,5,0,0,3,0,3,0,0,16,1,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,3,England,Kyle Sinckler,0,1,2,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,4,England,Maro Itoje,0,4,2,0,0,1,0,1,0,0,22,0,2,0,0,0,0,5,1,1,0,0
2020-11-21,england_vs_ireland,5,England,Joe Launchbury,0,1,1,0,0,0,0,1,0,0,18,1,0,0,0,0,0,4,0,3,0,0
2020-11-21,england_vs_ireland,6,England,Tom Curry,0,10,6,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,7,England,Sam Underhill,0,4,2,0,0,0,0,0,0,0,16,2,1,0,0,0,0,0,0,1,0,0
2020-11-21,england_vs_ireland,8,England,Billy Vunipola,0,15,9,0,0,3,1,0,0,0,19,1,2,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,9,England,Ben Youngs,0,4,2,0,0,35,0,2,0,0,4,1,0,10,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,10,England,Owen Farrell,0,11,5,0,1,16,1,1,1,8,13,2,0,7,1,2,0,0,0,3,0,0
2020-11-21,england_vs_ireland,11,England,Jonny May,2,41,7,4,1,2,0,0,0,10,5,0,0,2,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,12,England,Henry Slade,0,8,6,0,0,8,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,13,England,Ollie Lawrence,0,7,4,0,0,2,0,1,0,0,14,2,0,0,0,0,0,0,0,1,0,0
2020-11-21,england_vs_ireland,14,England,Jonathan Joseph,0,28,6,2,1,0,0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,15,England,Elliot Daly,0,14,8,0,0,4,3,1,0,0,4,2,0,7,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,16,England,Tom Dunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,17,England,Ellis Genge,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,18,England,Will Stuart,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2020-11-21,england_vs_ireland,19,England,Jonny Hill,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0
2020-11-21,england_vs_ireland,20,England,Ben Earl,0,2,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,21,England,Dan Robson,0,0,0,0,0,16,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,22,England,George Ford,0,4,2,0,0,6,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
2020-11-21,england_vs_ireland,23,England,Max Malins,0,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,1,France,Jean-Baptiste Gros,0,2,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,2,France,Camille Chat,0,16,8,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,3,France,Demba Bamba,0,4,5,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0
2020-11-22,scotland_vs_france,4,France,Bernard Le Roux,0,1,3,0,0,1,0,1,0,0,21,3,0,0,0,0,0,0,0,1,0,0
2020-11-22,scotland_vs_france,5,France,Romain Taofifenua,0,6,4,0,0,1,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,6,France,Dylan Cretin,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,3,0,3,0,0
2020-11-22,scotland_vs_france,7,France,Charles Ollivon,0,2,1,0,0,0,0,0,0,0,13,3,0,0,0,0,0,6,0,0,0,0
2020-11-22,scotland_vs_france,8,France,Gregory Alldritt,0,8,11,0,0,3,1,3,0,0,16,0,0,0,0,0,0,0,0,1,0,0
2020-11-22,scotland_vs_france,9,France,Antoine Dupont,0,13,5,1,0,45,0,2,0,0,5,1,0,8,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,10,France,Matthieu Jalibert,0,24,6,2,0,15,0,2,0,3,2,3,0,9,0,0,1,0,0,0,0,0
2020-11-22,scotland_vs_france,11,France,Vincent Rattez,0,46,8,1,2,5,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,12,France,Gael Fickou,0,10,4,0,0,6,0,2,0,0,13,1,0,1,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,13,France,Chris Harris,1,64,10,0,0,3,2,0,0,5,5,3,0,1,0,0,0,0,0,1,0,0
2020-11-22,scotland_vs_france,14,France,Teddy Thomas,0,5,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,15,France,Thomas Ramos,0,39,9,1,0,15,1,1,0,14,1,0,0,11,1,4,0,0,0,0,0,0
2020-11-22,scotland_vs_france,16,France,Julien Marchand,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,17,France,Cyril Baille,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-11-22,scotland_vs_france,18,France,Mohamed Haouas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,scotland_vs_france,19,France,Paul Willemse,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
2020-11-22,scotland_vs_france,23,France,Arthur Vincent,0,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2020-11-21,wales_vs_georgia,1,Georgia,Mikheil Nariashvili,0,2,2,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0
2020-11-21,wales_vs_georgia,2,Georgia,Jaba Bregvadze,0,2,2,0,0,2,0,1,0,0,8,2,1,0,0,0,0,0,0,2,0,0
2020-11-21,wales_vs_georgia,3,Georgia,Beka Gigashvili,0,4,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0
2020-11-21,wales_vs_georgia,4,Georgia,Grigor Kerdikoshvili,0,6,6,0,0,0,0,0,0,0,8,2,0,0,0,0,0,3,0,0,0,0
2020-11-21,wales_vs_georgia,5,Georgia,Konstantin Mikautadze,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0
2020-11-21,wales_vs_georgia,6,Georgia,Otar Giorgadze,0,5,5,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,1,0,0
2020-11-21,wales_vs_georgia,7,Georgia,Beka Saghinadze,0,5,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,1,0,1
2020-11-21,wales_vs_georgia,8,Georgia,Beka Gorgadze,0,18,12,0,0,4,0,3,0,0,14,1,3,0,0,0,0,0,0,1,0,0
2020-11-21,wales_vs_georgia,9,Georgia,Vasil Lobzhanidze,0,-1,1,0,0,33,0,1,0,0,4,1,0,9,0,0,0,0,0,0,0,0
2020-11-21,wales_vs_georgia,10,Georgia,Tedo Abzhandadze,0,3,4,0,0,18,0,1,0,0,9,1,1,2,0,0,0,0,0,0,0,0
2020-11-21,wales_vs_georgia,11,Georgia,Alexander Todua,0,3,4,0,0,3,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0
2020-11-21,wales_vs_georgia,12,Georgia,Merab Sharikadze,0,4,3,0,0,6,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0
2020-11-21,wales_vs_georgia,13,Georgia,Giorgi Kveseladze,0,10,3,2,0,2,1,0,0,0,17,5,0,1,0,0,0,0,0,1,0,0
2020-11-21,wales_vs_georgia,14,Georgia,Akaki Tabutsadze,0,9,3,1,0,3,2,4,0,0,9,0,0,1,0,0,0,0,0,0,0,0
